registered,registered_times,mobile_platform,user_index,company_id,channel_id,verified,carrier,bank_card,certifications,bid_apply_times,bid_apply,loan,loan_times,reject,reject_times,repayment,repayment_times,overdue,overdue_times,overdue_repayment,overdue_within_3_days_repayment,overdue_within_3_days_repayment_times,overdue_4_to_7_days_repayment,overdue_4_to_7_days_repayment_times,overdue_8_to_30_days_repayment,overdue_8_to_30_days_repayment_times
1,2019-04-29 10:09:02,0,75,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:18:02,1.0,1.0,2019-04-29 10:41:02,0.0,2019-04-29 10:18:31,0.0,2019-04-29 14:41:13,1.0,2019-05-06 10:41:02,0.0,0.0,2019-05-07 10:41:02,0.0,2019-05-11 10:41:02,0.0,2019-05-19 10:41:02
1,2019-04-29 08:12:52,0,76,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:20:59,1.0,0.0,2019-04-29 08:53:59,0.0,2019-04-29 08:22:12,0.0,2019-04-30 10:54:18,0.0,2019-05-06 08:53:59,0.0,0.0,2019-05-08 08:53:59,0.0,2019-05-10 08:53:59,0.0,2019-05-16 08:53:59
1,2019-04-29 09:43:49,0,77,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:48:17,1.0,0.0,2019-04-29 10:30:17,1.0,2019-04-29 09:48:57,0.0,2019-05-03 13:30:22,0.0,2019-05-06 10:30:17,0.0,0.0,2019-05-08 10:30:17,0.0,2019-05-10 10:30:17,0.0,2019-05-14 10:30:17
1,2019-04-29 13:32:56,0,78,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:34:22,1.0,0.0,2019-04-29 13:44:22,1.0,2019-04-29 13:35:56,0.0,2019-04-30 17:44:30,0.0,2019-05-06 13:44:22,0.0,0.0,2019-05-08 13:44:22,0.0,2019-05-10 13:44:22,0.0,2019-05-26 13:44:22
1,2019-04-29 14:05:58,0,79,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:15:23,1.0,1.0,2019-04-29 15:10:23,0.0,2019-04-29 14:15:31,0.0,2019-04-30 15:10:26,1.0,2019-05-06 15:10:23,0.0,0.0,2019-05-08 15:10:23,0.0,2019-05-11 15:10:23,0.0,2019-05-16 15:10:23
1,2019-04-29 09:43:34,0,80,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:44:40,1.0,0.0,2019-04-29 10:40:40,1.0,2019-04-29 09:46:17,0.0,2019-05-05 14:40:59,0.0,2019-05-06 10:40:40,0.0,0.0,2019-05-06 10:40:40,0.0,2019-05-11 10:40:40,0.0,2019-05-28 10:40:40
1,2019-04-29 09:56:16,0,81,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:05:43,1.0,0.0,2019-04-29 10:53:43,0.0,2019-04-29 10:07:31,0.0,2019-05-02 11:53:51,0.0,2019-05-06 10:53:43,0.0,0.0,2019-05-08 10:53:43,0.0,2019-05-10 10:53:43,0.0,2019-05-19 10:53:43
1,2019-04-29 14:07:20,0,82,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:16:30,1.0,0.0,2019-04-29 14:55:30,1.0,2019-04-29 14:16:51,0.0,2019-05-02 18:55:31,0.0,2019-05-06 14:55:30,0.0,0.0,2019-05-08 14:55:30,0.0,2019-05-10 14:55:30,0.0,2019-05-18 14:55:30
1,2019-04-29 10:12:24,0,83,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:19:39,0.0,0.0,2019-04-29 10:19:39,0.0,2019-04-29 10:20:41,0.0,2019-04-30 11:19:46,0.0,2019-05-06 10:19:39,0.0,0.0,2019-05-06 10:19:39,0.0,2019-05-12 10:19:39,0.0,2019-05-29 10:19:39
1,2019-04-29 10:41:46,0,84,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:48:48,1.0,1.0,2019-04-29 11:00:48,0.0,2019-04-29 10:49:23,1.0,2019-05-02 14:00:56,0.0,2019-05-06 11:00:48,0.0,0.0,2019-05-08 11:00:48,0.0,2019-05-13 11:00:48,0.0,2019-05-24 11:00:48
1,2019-04-29 09:39:30,0,85,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:43:37,0.0,0.0,2019-04-29 10:36:37,0.0,2019-04-29 09:44:37,0.0,2019-04-30 10:36:40,0.0,2019-05-06 10:36:37,0.0,0.0,2019-05-06 10:36:37,0.0,2019-05-13 10:36:37,0.0,2019-05-16 10:36:37
1,2019-04-29 08:57:25,0,86,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:05:29,1.0,0.0,2019-04-29 09:20:29,1.0,2019-04-29 09:05:47,0.0,2019-04-30 11:20:29,0.0,2019-05-06 09:20:29,0.0,0.0,2019-05-07 09:20:29,0.0,2019-05-10 09:20:29,0.0,2019-05-29 09:20:29
1,2019-04-29 13:56:15,0,87,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:02:36,1.0,0.0,2019-04-29 14:26:36,1.0,2019-04-29 14:04:18,0.0,2019-05-03 17:26:53,0.0,2019-05-06 14:26:36,0.0,0.0,2019-05-08 14:26:36,0.0,2019-05-12 14:26:36,0.0,2019-05-19 14:26:36
1,2019-04-29 10:36:08,0,88,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:44:10,0.0,0.0,2019-04-29 10:46:10,0.0,2019-04-29 10:45:20,0.0,2019-05-01 10:46:26,0.0,2019-05-06 10:46:10,0.0,0.0,2019-05-08 10:46:10,0.0,2019-05-10 10:46:10,0.0,2019-05-19 10:46:10
1,2019-04-29 12:48:23,0,89,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:57:23,1.0,0.0,2019-04-29 13:37:23,1.0,2019-04-29 12:59:01,0.0,2019-05-02 17:37:51,0.0,2019-05-06 13:37:23,0.0,0.0,2019-05-08 13:37:23,0.0,2019-05-12 13:37:23,0.0,2019-05-28 13:37:23
1,2019-04-29 13:33:13,0,90,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:33:16,1.0,1.0,2019-04-29 13:54:16,0.0,2019-04-29 13:34:58,0.0,2019-05-04 13:54:43,1.0,2019-05-06 13:54:16,1.0,0.0,2019-05-08 13:54:16,1.0,2019-05-11 13:54:16,0.0,2019-05-29 13:54:16
1,2019-04-29 09:42:56,0,91,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:51:10,1.0,0.0,2019-04-29 10:03:10,1.0,2019-04-29 09:51:49,0.0,2019-05-05 10:03:24,0.0,2019-05-06 10:03:10,0.0,0.0,2019-05-08 10:03:10,0.0,2019-05-10 10:03:10,0.0,2019-05-19 10:03:10
1,2019-04-29 11:33:42,0,92,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:42:49,1.0,1.0,2019-04-29 12:12:49,0.0,2019-04-29 11:43:59,1.0,2019-05-05 15:13:05,0.0,2019-05-06 12:12:49,0.0,0.0,2019-05-08 12:12:49,0.0,2019-05-12 12:12:49,0.0,2019-05-19 12:12:49
1,2019-04-29 09:04:01,0,93,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:11:20,1.0,0.0,2019-04-29 09:38:20,1.0,2019-04-29 09:11:39,0.0,2019-05-03 10:38:24,0.0,2019-05-06 09:38:20,0.0,0.0,2019-05-08 09:38:20,0.0,2019-05-11 09:38:20,0.0,2019-05-22 09:38:20
1,2019-04-29 09:16:26,0,94,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:18:28,1.0,0.0,2019-04-29 09:27:28,1.0,2019-04-29 09:20:19,0.0,2019-04-29 09:27:57,0.0,2019-05-06 09:27:28,0.0,0.0,2019-05-08 09:27:28,0.0,2019-05-10 09:27:28,0.0,2019-05-24 09:27:28
1,2019-04-29 11:07:51,0,95,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:13:16,1.0,1.0,2019-04-29 11:26:16,0.0,2019-04-29 11:13:22,0.0,2019-05-03 15:26:33,1.0,2019-05-06 11:26:16,0.0,0.0,2019-05-06 11:26:16,0.0,2019-05-10 11:26:16,0.0,2019-05-19 11:26:16
1,2019-04-29 11:48:10,0,96,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:53:36,1.0,1.0,2019-04-29 12:01:36,0.0,2019-04-29 11:54:29,0.0,2019-05-04 15:01:46,1.0,2019-05-06 12:01:36,1.0,1.0,2019-05-06 12:01:36,0.0,2019-05-10 12:01:36,0.0,2019-05-30 12:01:36
1,2019-04-29 13:45:52,0,97,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:48:14,0.0,0.0,2019-04-29 14:40:14,0.0,2019-04-29 13:50:06,0.0,2019-05-01 16:40:26,0.0,2019-05-06 14:40:14,0.0,0.0,2019-05-06 14:40:14,0.0,2019-05-10 14:40:14,0.0,2019-05-23 14:40:14
1,2019-04-29 10:13:50,0,98,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:14:10,1.0,0.0,2019-04-29 10:24:10,0.0,2019-04-29 10:15:52,0.0,2019-05-05 14:24:15,0.0,2019-05-06 10:24:10,0.0,0.0,2019-05-06 10:24:10,0.0,2019-05-11 10:24:10,0.0,2019-05-24 10:24:10
1,2019-04-29 11:14:40,0,99,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:22:59,1.0,0.0,2019-04-29 11:23:59,1.0,2019-04-29 11:23:31,0.0,2019-05-03 14:24:28,0.0,2019-05-06 11:23:59,0.0,0.0,2019-05-08 11:23:59,0.0,2019-05-10 11:23:59,0.0,2019-05-30 11:23:59
1,2019-04-29 14:57:08,0,100,200,0,1,1,1,"['0', '1', '3']",2019-04-29 15:04:24,1.0,0.0,2019-04-29 15:15:24,1.0,2019-04-29 15:05:17,0.0,2019-05-03 18:15:30,0.0,2019-05-06 15:15:24,0.0,0.0,2019-05-08 15:15:24,0.0,2019-05-11 15:15:24,0.0,2019-05-18 15:15:24
1,2019-04-29 10:49:04,0,101,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:57:06,1.0,0.0,2019-04-29 11:19:06,1.0,2019-04-29 10:57:46,0.0,2019-04-30 13:19:13,0.0,2019-05-06 11:19:06,0.0,0.0,2019-05-08 11:19:06,0.0,2019-05-12 11:19:06,0.0,2019-05-26 11:19:06
1,2019-04-29 13:23:44,0,102,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:25:55,1.0,0.0,2019-04-29 14:18:55,0.0,2019-04-29 13:26:22,0.0,2019-05-03 15:18:55,0.0,2019-05-06 14:18:55,0.0,0.0,2019-05-08 14:18:55,0.0,2019-05-11 14:18:55,0.0,2019-05-29 14:18:55
1,2019-04-29 12:31:42,0,103,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:40:02,1.0,0.0,2019-04-29 13:27:02,0.0,2019-04-29 12:40:46,0.0,2019-05-02 13:27:04,0.0,2019-05-06 13:27:02,0.0,0.0,2019-05-06 13:27:02,0.0,2019-05-13 13:27:02,0.0,2019-05-25 13:27:02
1,2019-04-29 10:25:38,0,104,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:28:00,1.0,0.0,2019-04-29 11:12:00,1.0,2019-04-29 10:29:46,0.0,2019-05-02 12:12:09,0.0,2019-05-06 11:12:00,0.0,0.0,2019-05-06 11:12:00,0.0,2019-05-12 11:12:00,0.0,2019-05-20 11:12:00
1,2019-04-29 10:36:24,0,105,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:36:28,1.0,0.0,2019-04-29 11:27:28,1.0,2019-04-29 10:37:02,0.0,2019-05-03 13:27:49,0.0,2019-05-06 11:27:28,0.0,0.0,2019-05-08 11:27:28,0.0,2019-05-11 11:27:28,0.0,2019-06-02 11:27:28
1,2019-04-29 14:29:40,0,106,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:30:50,0.0,0.0,2019-04-29 14:56:50,0.0,2019-04-29 14:32:10,0.0,2019-05-02 18:56:53,0.0,2019-05-06 14:56:50,0.0,0.0,2019-05-06 14:56:50,0.0,2019-05-11 14:56:50,0.0,2019-05-19 14:56:50
1,2019-04-29 10:54:52,0,107,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:55:54,1.0,0.0,2019-04-29 11:10:54,0.0,2019-04-29 10:56:20,0.0,2019-05-04 11:11:03,0.0,2019-05-06 11:10:54,0.0,0.0,2019-05-07 11:10:54,0.0,2019-05-13 11:10:54,0.0,2019-06-01 11:10:54
1,2019-04-29 14:13:51,0,108,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:14:02,1.0,0.0,2019-04-29 14:26:02,1.0,2019-04-29 14:14:34,0.0,2019-05-02 17:26:22,0.0,2019-05-06 14:26:02,0.0,0.0,2019-05-08 14:26:02,0.0,2019-05-12 14:26:02,0.0,2019-05-20 14:26:02
1,2019-04-29 12:42:30,0,109,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:50:38,1.0,1.0,2019-04-29 13:28:38,0.0,2019-04-29 12:51:13,0.0,2019-05-04 14:28:41,1.0,2019-05-06 13:28:38,1.0,1.0,2019-05-08 13:28:38,0.0,2019-05-10 13:28:38,1.0,2019-05-19 13:28:38
1,2019-04-29 14:25:13,0,110,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:27:22,1.0,1.0,2019-04-29 14:48:22,0.0,2019-04-29 14:29:05,0.0,2019-05-05 18:48:47,1.0,2019-05-06 14:48:22,1.0,1.0,2019-05-06 14:48:22,0.0,2019-05-12 14:48:22,0.0,2019-05-21 14:48:22
1,2019-04-29 14:54:41,0,111,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:59:46,1.0,0.0,2019-04-29 15:12:46,1.0,2019-04-29 15:01:23,0.0,2019-05-05 19:12:50,0.0,2019-05-06 15:12:46,0.0,0.0,2019-05-08 15:12:46,0.0,2019-05-13 15:12:46,0.0,2019-05-29 15:12:46
1,2019-04-29 10:20:11,0,112,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:29:12,1.0,1.0,2019-04-29 10:35:12,0.0,2019-04-29 10:29:58,0.0,2019-05-04 12:35:18,1.0,2019-05-06 10:35:12,1.0,1.0,2019-05-06 10:35:12,1.0,2019-05-12 10:35:12,0.0,2019-05-23 10:35:12
1,2019-04-29 09:58:19,0,113,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:06:35,1.0,0.0,2019-04-29 10:06:35,1.0,2019-04-29 10:06:48,0.0,2019-05-02 11:07:03,0.0,2019-05-06 10:06:35,0.0,0.0,2019-05-08 10:06:35,0.0,2019-05-11 10:06:35,0.0,2019-05-30 10:06:35
1,2019-04-29 12:08:54,0,114,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:10:01,1.0,0.0,2019-04-29 12:18:01,1.0,2019-04-29 12:12:00,0.0,2019-05-04 14:18:11,0.0,2019-05-06 12:18:01,0.0,0.0,2019-05-07 12:18:01,0.0,2019-05-13 12:18:01,0.0,2019-05-19 12:18:01
1,2019-04-29 11:00:33,0,115,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:08:49,1.0,0.0,2019-04-29 11:35:49,0.0,2019-04-29 11:10:42,0.0,2019-05-02 11:35:53,0.0,2019-05-06 11:35:49,0.0,0.0,2019-05-07 11:35:49,0.0,2019-05-13 11:35:49,0.0,2019-06-01 11:35:49
1,2019-04-29 10:41:01,0,116,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:45:07,1.0,1.0,2019-04-29 11:39:07,0.0,2019-04-29 10:45:23,0.0,2019-05-02 11:39:09,1.0,2019-05-06 11:39:07,1.0,0.0,2019-05-06 11:39:07,1.0,2019-05-10 11:39:07,0.0,2019-05-18 11:39:07
1,2019-04-29 11:50:05,0,117,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:53:05,1.0,0.0,2019-04-29 12:21:05,1.0,2019-04-29 11:53:34,0.0,2019-04-29 12:21:30,0.0,2019-05-06 12:21:05,0.0,0.0,2019-05-07 12:21:05,0.0,2019-05-11 12:21:05,0.0,2019-05-27 12:21:05
1,2019-04-29 13:14:36,0,118,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:15:41,1.0,0.0,2019-04-29 13:26:41,0.0,2019-04-29 13:16:26,0.0,2019-04-29 13:27:07,0.0,2019-05-06 13:26:41,0.0,0.0,2019-05-06 13:26:41,0.0,2019-05-12 13:26:41,0.0,2019-05-16 13:26:41
1,2019-04-29 12:55:44,0,119,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:02:10,1.0,0.0,2019-04-29 13:57:10,0.0,2019-04-29 13:04:08,0.0,2019-04-29 17:57:16,0.0,2019-05-06 13:57:10,0.0,0.0,2019-05-07 13:57:10,0.0,2019-05-11 13:57:10,0.0,2019-05-18 13:57:10
1,2019-04-29 12:27:39,0,120,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:29:43,1.0,0.0,2019-04-29 13:15:43,0.0,2019-04-29 12:29:58,0.0,2019-05-04 14:16:03,0.0,2019-05-06 13:15:43,0.0,0.0,2019-05-06 13:15:43,0.0,2019-05-13 13:15:43,0.0,2019-05-22 13:15:43
1,2019-04-29 11:44:48,0,121,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:51:03,1.0,1.0,2019-04-29 11:54:03,0.0,2019-04-29 11:52:33,1.0,2019-04-30 15:54:21,0.0,2019-05-06 11:54:03,0.0,0.0,2019-05-06 11:54:03,0.0,2019-05-10 11:54:03,0.0,2019-05-24 11:54:03
1,2019-04-29 12:12:12,0,122,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:18:32,1.0,0.0,2019-04-29 12:22:32,1.0,2019-04-29 12:20:03,0.0,2019-05-01 15:22:34,0.0,2019-05-06 12:22:32,0.0,0.0,2019-05-07 12:22:32,0.0,2019-05-13 12:22:32,0.0,2019-05-17 12:22:32
1,2019-04-29 08:12:33,0,123,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:14:37,1.0,0.0,2019-04-29 08:29:37,1.0,2019-04-29 08:15:31,0.0,2019-05-02 12:29:47,0.0,2019-05-06 08:29:37,0.0,0.0,2019-05-06 08:29:37,0.0,2019-05-13 08:29:37,0.0,2019-06-04 08:29:37
1,2019-04-29 10:39:59,0,124,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:49:09,1.0,0.0,2019-04-29 10:50:09,1.0,2019-04-29 10:50:25,0.0,2019-05-03 14:50:34,0.0,2019-05-06 10:50:09,0.0,0.0,2019-05-07 10:50:09,0.0,2019-05-10 10:50:09,0.0,2019-05-17 10:50:09
1,2019-04-29 10:02:00,0,125,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:06:08,1.0,0.0,2019-04-29 10:10:08,1.0,2019-04-29 10:06:44,0.0,2019-05-05 12:10:11,0.0,2019-05-06 10:10:08,0.0,0.0,2019-05-06 10:10:08,0.0,2019-05-11 10:10:08,0.0,2019-05-26 10:10:08
1,2019-04-29 08:23:01,0,126,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:29:30,1.0,1.0,2019-04-29 09:23:30,0.0,2019-04-29 08:31:00,0.0,2019-04-29 13:23:40,1.0,2019-05-06 09:23:30,1.0,0.0,2019-05-08 09:23:30,1.0,2019-05-10 09:23:30,0.0,2019-05-17 09:23:30
1,2019-04-29 10:56:23,0,127,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:00:30,1.0,0.0,2019-04-29 11:30:30,1.0,2019-04-29 11:01:44,0.0,2019-04-29 13:30:52,0.0,2019-05-06 11:30:30,0.0,0.0,2019-05-06 11:30:30,0.0,2019-05-10 11:30:30,0.0,2019-05-17 11:30:30
1,2019-04-29 12:40:42,0,128,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:42:48,1.0,0.0,2019-04-29 13:22:48,1.0,2019-04-29 12:43:17,0.0,2019-05-05 13:23:04,0.0,2019-05-06 13:22:48,0.0,0.0,2019-05-07 13:22:48,0.0,2019-05-13 13:22:48,0.0,2019-05-23 13:22:48
1,2019-04-29 14:08:58,0,129,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:17:06,1.0,1.0,2019-04-29 15:16:06,0.0,2019-04-29 14:18:23,0.0,2019-04-30 18:16:14,1.0,2019-05-06 15:16:06,1.0,1.0,2019-05-07 15:16:06,0.0,2019-05-13 15:16:06,0.0,2019-05-30 15:16:06
1,2019-04-29 14:20:19,0,130,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:24:27,1.0,1.0,2019-04-29 15:21:27,0.0,2019-04-29 14:25:04,1.0,2019-04-29 16:21:29,0.0,2019-05-06 15:21:27,0.0,0.0,2019-05-08 15:21:27,0.0,2019-05-12 15:21:27,0.0,2019-05-14 15:21:27
1,2019-04-29 08:19:13,0,131,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:24:14,1.0,1.0,2019-04-29 08:48:14,0.0,2019-04-29 08:25:08,1.0,2019-05-02 12:48:15,0.0,2019-05-06 08:48:14,0.0,0.0,2019-05-07 08:48:14,0.0,2019-05-12 08:48:14,0.0,2019-05-16 08:48:14
1,2019-04-29 12:18:45,0,132,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:19:08,1.0,0.0,2019-04-29 13:03:08,0.0,2019-04-29 12:19:36,0.0,2019-05-02 14:03:34,0.0,2019-05-06 13:03:08,0.0,0.0,2019-05-06 13:03:08,0.0,2019-05-13 13:03:08,0.0,2019-05-29 13:03:08
1,2019-04-29 13:14:07,0,133,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:15:35,1.0,0.0,2019-04-29 13:29:35,0.0,2019-04-29 13:17:26,0.0,2019-05-02 13:29:45,0.0,2019-05-06 13:29:35,0.0,0.0,2019-05-07 13:29:35,0.0,2019-05-12 13:29:35,0.0,2019-05-29 13:29:35
1,2019-04-29 12:36:48,0,134,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:40:08,1.0,0.0,2019-04-29 13:14:08,0.0,2019-04-29 12:41:49,0.0,2019-05-01 16:14:27,0.0,2019-05-06 13:14:08,0.0,0.0,2019-05-07 13:14:08,0.0,2019-05-10 13:14:08,0.0,2019-05-26 13:14:08
1,2019-04-29 13:38:25,0,135,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:41:45,0.0,0.0,2019-04-29 13:54:45,0.0,2019-04-29 13:43:23,0.0,2019-05-03 17:55:03,0.0,2019-05-06 13:54:45,0.0,0.0,2019-05-06 13:54:45,0.0,2019-05-11 13:54:45,0.0,2019-06-02 13:54:45
1,2019-04-29 14:31:27,0,136,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:34:30,1.0,1.0,2019-04-29 15:00:30,0.0,2019-04-29 14:35:37,0.0,2019-05-04 16:00:44,1.0,2019-05-06 15:00:30,1.0,0.0,2019-05-08 15:00:30,0.0,2019-05-11 15:00:30,0.0,2019-05-30 15:00:30
1,2019-04-29 12:26:05,0,137,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:32:30,1.0,0.0,2019-04-29 13:21:30,1.0,2019-04-29 12:33:04,0.0,2019-05-01 13:21:49,0.0,2019-05-06 13:21:30,0.0,0.0,2019-05-07 13:21:30,0.0,2019-05-13 13:21:30,0.0,2019-05-24 13:21:30
1,2019-04-29 13:54:00,0,138,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:55:17,1.0,0.0,2019-04-29 14:54:17,0.0,2019-04-29 13:57:02,0.0,2019-05-01 14:54:31,0.0,2019-05-06 14:54:17,0.0,0.0,2019-05-06 14:54:17,0.0,2019-05-13 14:54:17,0.0,2019-05-19 14:54:17
1,2019-04-29 08:08:35,0,139,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:17:48,1.0,1.0,2019-04-29 09:04:48,0.0,2019-04-29 08:18:03,0.0,2019-05-05 13:05:10,1.0,2019-05-06 09:04:48,1.0,0.0,2019-05-07 09:04:48,0.0,2019-05-13 09:04:48,0.0,2019-06-04 09:04:48
1,2019-04-29 12:27:35,0,140,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:27:52,1.0,0.0,2019-04-29 12:51:52,1.0,2019-04-29 12:28:05,0.0,2019-04-30 13:52:03,0.0,2019-05-06 12:51:52,0.0,0.0,2019-05-06 12:51:52,0.0,2019-05-10 12:51:52,0.0,2019-06-01 12:51:52
1,2019-04-29 14:56:07,0,141,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:57:27,1.0,0.0,2019-04-29 15:18:27,1.0,2019-04-29 14:59:12,0.0,2019-04-29 19:18:46,0.0,2019-05-06 15:18:27,0.0,0.0,2019-05-06 15:18:27,0.0,2019-05-10 15:18:27,0.0,2019-06-01 15:18:27
1,2019-04-29 10:32:00,0,142,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:41:22,1.0,1.0,2019-04-29 11:11:22,0.0,2019-04-29 10:42:55,0.0,2019-04-29 14:11:23,1.0,2019-05-06 11:11:22,1.0,0.0,2019-05-08 11:11:22,1.0,2019-05-11 11:11:22,1.0,2019-06-03 11:11:22
1,2019-04-29 12:08:02,0,143,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:12:19,1.0,0.0,2019-04-29 13:03:19,0.0,2019-04-29 12:13:54,0.0,2019-04-30 13:03:45,0.0,2019-05-06 13:03:19,0.0,0.0,2019-05-08 13:03:19,0.0,2019-05-12 13:03:19,0.0,2019-05-26 13:03:19
1,2019-04-29 08:32:28,0,144,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:39:28,1.0,1.0,2019-04-29 09:23:28,0.0,2019-04-29 08:41:14,0.0,2019-05-03 10:23:40,1.0,2019-05-06 09:23:28,0.0,0.0,2019-05-07 09:23:28,0.0,2019-05-10 09:23:28,0.0,2019-06-05 09:23:28
1,2019-04-29 11:59:12,0,145,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:04:34,1.0,1.0,2019-04-29 12:44:34,0.0,2019-04-29 12:05:20,0.0,2019-04-29 15:44:34,1.0,2019-05-06 12:44:34,1.0,0.0,2019-05-06 12:44:34,1.0,2019-05-10 12:44:34,0.0,2019-05-28 12:44:34
1,2019-04-29 13:49:34,0,146,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:51:36,0.0,0.0,2019-04-29 14:19:36,0.0,2019-04-29 13:53:30,0.0,2019-05-03 16:19:38,0.0,2019-05-06 14:19:36,0.0,0.0,2019-05-06 14:19:36,0.0,2019-05-11 14:19:36,0.0,2019-05-15 14:19:36
1,2019-04-29 11:57:49,0,147,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:06:05,1.0,0.0,2019-04-29 12:33:05,1.0,2019-04-29 12:07:20,0.0,2019-04-30 14:33:22,0.0,2019-05-06 12:33:05,0.0,0.0,2019-05-07 12:33:05,0.0,2019-05-11 12:33:05,0.0,2019-05-15 12:33:05
1,2019-04-29 09:41:58,0,148,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:46:06,1.0,1.0,2019-04-29 09:56:06,0.0,2019-04-29 09:47:40,0.0,2019-05-03 11:56:11,1.0,2019-05-06 09:56:06,1.0,1.0,2019-05-07 09:56:06,0.0,2019-05-13 09:56:06,0.0,2019-05-22 09:56:06
1,2019-04-29 08:30:09,0,149,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:35:32,0.0,0.0,2019-04-29 09:34:32,0.0,2019-04-29 08:35:43,0.0,2019-05-04 09:34:59,0.0,2019-05-06 09:34:32,0.0,0.0,2019-05-06 09:34:32,0.0,2019-05-12 09:34:32,0.0,2019-05-26 09:34:32
1,2019-04-29 13:50:09,0,150,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:59:13,1.0,0.0,2019-04-29 14:32:13,1.0,2019-04-29 14:01:11,0.0,2019-04-29 14:32:39,0.0,2019-05-06 14:32:13,0.0,0.0,2019-05-06 14:32:13,0.0,2019-05-12 14:32:13,0.0,2019-06-02 14:32:13
